10	117.120690912	1.17120690912	-0.171206909119
11	141.707304706	1.17113474963	-0.171134749635
12	168.427902519	1.16963821194	-0.169638211939
13	198.039340335	1.17183041618	-0.171830416185
14	229.67271304	1.17179955633	-0.171799556326
15	263.469246984	1.17097443104	-0.170974431042
16	300.052391303	1.17207965353	-0.172079653527
17	338.726708322	1.17206473468	-0.172064734678
18	379.587546117	1.17156650036	-0.171566500362
19	423.163679885	1.17219855924	-0.172198559239
20	468.87622988	1.1721905747	-0.1721905747
21	516.793822422	1.17186807805	-0.171868078055
22	567.375003815	1.17226240458	-0.172262404576
23	620.124364078	1.17225777709	-0.172257777086
24	675.093626755	1.17203754645	-0.172037546449
25	732.687330575	1.17229972892	-0.17229972892
